Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Location, Latitude,Longitude,Found,Quality,Source
2,CALAMUCHITA,18,LA CRUZ,ESC PROV DOMINGO F SARMIENTO,SARMIENTO 376,LA CRUZ,Córdoba,Argentina,922,"SARMIENTO 376, LA CRUZ, Córdoba, Argentina",-32.3031172,-64.4833458,"Sarmiento 376, La Cruz, Córdoba, Argentina",Match,Google
12,PUNILLA,148,CAPILLA DEL MONTE,ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 380,CAPILLA DEL MONTE,Córdoba,Argentina,2760,"SARMIENTO 380, CAPILLA DEL MONTE, Córdoba, Argentina",-30.8563755,-64.5259126,"Sarmiento 380, Capilla del Monte, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,22,RIO DE LOS SAUCES,ESC. PROV. D.F. SARMIENTO,SARMIENTO,RIO DE LOS SAUCES,Córdoba,Argentina,1109,"SARMIENTO, RIO DE LOS SAUCES, Córdoba, Argentina",-32.5282791,-64.5898158,"Sarmiento, Río de los Sauces, Córdoba, Argentina",Match,Google
20,SAN JUSTO,296,LASPIUR,IPEM N°287-L LUGONES,LASPIUR,LASPIUR,Córdoba,Argentina,2376,"LASPIUR, LASPIUR, Córdoba, Argentina",-31.4397939,-64.210958,"Saturnino María Laspiur, Córdoba, Argentina",Match,Google
20,SAN JUSTO,313,SEEBER,ESCUELA N°149(HOY:JOSE SEEBER),SEEBER,SEEBER,Córdoba,Argentina,659,"SEEBER, SEEBER, Córdoba, Argentina",-30.9246693,-61.9739364,"Seeber, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,257,SERRANO,INS SAN ALBERTO Y SAN ENRIQUE,SERRANO,SERRANO,Córdoba,Argentina,3034,"SERRANO, SERRANO, Córdoba, Argentina",-34.470864,-63.5402159,"Serrano, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESC MANUEL BELGRANO,SOBREMONTE 1333,RIO CUARTO,Córdoba,Argentina,4816,"SOBREMONTE 1333, RIO CUARTO, Córdoba, Argentina",-33.1299558,-64.3504051,"Sobremonte 1333, X5800ABA Río Cuarto, Córdoba, Argentina",Match,Google
1,CAPITAL,11J,SANTA ANA,COLEGIO SAN JOSE,SOL DE MAYO 726,Córdoba,Córdoba,Argentina,4080,"SOL DE MAYO 726, Córdoba, Córdoba, Argentina",-31.417812,-64.2106896,"Sol de Mayo 726, Córdoba, Argentina",Match,Google
1,CAPITAL,5,ALTAMIRA,ESC PANAMERICANA,SOTO 919,Córdoba,Córdoba,Argentina,3078,"SOTO 919, Córdoba, Córdoba, Argentina",-31.4208056,-64.1255297,"Soto 919, X5006HZE Córdoba, Argentina",Match,Google
1,CAPITAL,5D,MALDONADO,BAC TEC DR F ESCARDO,CAMPO LA RIBERA,Córdoba,Córdoba,Argentina,3006,"CAMPO LA RIBERA, Córdoba, Córdoba, Argentina",-31.4085553,-64.1331233,"Sta Fe 49, X5022ABB Córdoba, Argentina",Match,Google
1,CAPITAL,5D,MALDONADO,ESC CANONIGO PIÑERO,CAMPO LA RIBERA,Córdoba,Córdoba,Argentina,2010,"CAMPO LA RIBERA, Córdoba, Córdoba, Argentina",-31.4085553,-64.1331233,"Sta Fe 49, X5022ABB Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,CENMA N° 96,SANTA FE 643,VILLA MARIA,Córdoba,Argentina,2752,"SANTA FE 643, VILLA MARIA, Córdoba, Argentina",-32.4127381,-63.2490159,"Sta Fe 643, Villa María, Córdoba, Argentina",Match,Google
1,CAPITAL,3,SECCIONAL TERCERA,ESC MARIANO MORENO,SANTA ROSA ESQ SANTA FE,Córdoba,Córdoba,Argentina,4472,"SANTA ROSA ESQ SANTA FE, Córdoba, Córdoba, Argentina",-31.4073917,-64.2003448,"Sta Rosa & Sta Fe, Córdoba, Argentina",Match,Google
1,CAPITAL,11A,ALTO ALBERDI,ESC SAN LUIS GONZAGA,SANTA ROSA 2037,Córdoba,Córdoba,Argentina,3060,"SANTA ROSA 2037, Córdoba, Córdoba, Argentina",-31.4047635,-64.2091534,"Sta Rosa 2037, X5003CEI Córdoba, Argentina",Match,Google
1,CAPITAL,3,SECCIONAL TERCERA,ESC JERONIMO LUIS DE CABRERA,SANTA ROSA 650,Córdoba,Córdoba,Argentina,4830,"SANTA ROSA 650, Córdoba, Córdoba, Argentina",-31.4096902,-64.1913409,"Sta Rosa 650, X5000ESN Córdoba, Argentina",Match,Google
13,RIO CUARTO,192,SUCO,ESC R ESCALADA DE SAN MARTIN,SUCO,SUCO,Córdoba,Argentina,477,"SUCO, SUCO, Córdoba, Argentina",-33.4407592,-64.8310838,"Suco, Córdoba, Argentina",Match,Google
1,CAPITAL,10,BELLA VISTA,ESC MANUEL BELGRANO,SUECIA 2832,Córdoba,Córdoba,Argentina,3060,"SUECIA 2832, Córdoba, Córdoba, Argentina",-31.4428853,-64.2059952,"Suecia 2832, Córdoba, Argentina",Match,Google
1,CAPITAL,9A,LA FRANCE,ESC MAHATMA GANDHI,TALAVERA DE MADRID 3261,Córdoba,Córdoba,Argentina,2310,"TALAVERA DE MADRID 3261, Córdoba, Córdoba, Argentina",-31.374666,-64.2078506,"Talavera de Madrid 3261, X5008HDC Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,87,TICINO,ESC. A. CAPDEVILA,TICINO,TICINO,Córdoba,Argentina,1998,"TICINO, TICINO, Córdoba, Argentina",-32.6919815,-63.437664,"Ticino, Córdoba, Argentina",Match,Google
21,SANTA MARIA,331,TOLEDO,ESC PROV JUAN B ALBERDI,TOLEDO,TOLEDO,Córdoba,Argentina,2317,"TOLEDO, TOLEDO, Córdoba, Argentina",-31.5556585,-64.0064846,"Toledo, Córdoba, Argentina",Match,Google
21,SANTA MARIA,331,TOLEDO,IPEM 107 REINO DE ESPAÑA,TOLEDO,TOLEDO,Córdoba,Argentina,1982,"TOLEDO, TOLEDO, Córdoba, Argentina",-31.5556585,-64.0064846,"Toledo, Córdoba, Argentina",Match,Google
1,CAPITAL,7B,ALTA CORDOBA,ESC PCIA DE ENTRE RIOS,TRAFALGAR 875,Córdoba,Córdoba,Argentina,3773,"TRAFALGAR 875, Córdoba, Córdoba, Argentina",-31.386492,-64.1861594,"Trafalgar 875, X5001AVQ Córdoba, Argentina",Match,Google
1,CAPITAL,10B,CIUDADELA,ESC REPUBLICA DE SIRIA,TRAFUL 908,Córdoba,Córdoba,Argentina,2040,"TRAFUL 908, Córdoba, Córdoba, Argentina",-31.4528824,-64.2104363,"Traful 908, Córdoba, Argentina",Match,Google
24,TOTORAL,355,SARMIENTO,ESC.PROV.S.MARTIN Y GOMEZ,PUBLICA,SARMIENTO,Córdoba,Argentina,1088,"PUBLICA, SARMIENTO, Córdoba, Argentina",-31.4078019,-64.1855639,"Tucumán 595, X5220 Jesús María, Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,118,UCACHA,ESC.PROV.J.B.ALBERDI,UCACHA,UCACHA,Córdoba,Argentina,2588,"UCACHA, UCACHA, Córdoba, Argentina",-33.0305447,-63.5072215,"Ucacha, Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,118,UCACHA,ESC.MARTIN GUERRICO,UCACHA,UCACHA,Córdoba,Argentina,2261,"UCACHA, UCACHA, Córdoba, Argentina",-33.0305447,-63.5072215,"Ucacha, Córdoba, Argentina",Match,Google
13,RIO CUARTO,160A,LA CAROLINA,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,LA CAROLINA,Córdoba,Argentina,243,"PUBLICA S/N, LA CAROLINA, Córdoba, Argentina",-31.3528055,-64.3001146,"Unnamed Rd, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,18D,VILLA QUILLINZO,ESC.PROV.PADRE FELIX ENRIQUE,VILLA QUILLINZO,VILLA QUILLINZO,Córdoba,Argentina,160,"VILLA QUILLINZO, VILLA QUILLINZO, Córdoba, Argentina",-32.2366676,-64.5135422,"Unnamed Rd,, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA SAN MARTIN,URUGUAY 200,ALTA GRACIA,Córdoba,Argentina,3087,"URUGUAY 200, ALTA GRACIA, Córdoba, Argentina",-31.6537217,-64.4322912,"Uruguay 200, X5186EWD Alta Gracia, Córdoba, Argentina",Match,Google
1,CAPITAL,13H,PATRICIOS,ESC JOSE MARIA PAZ,USANDIVARAS 2254,Córdoba,Córdoba,Argentina,3740,"USANDIVARAS 2254, Córdoba, Córdoba, Argentina",-31.3776919,-64.1406878,"Usandivaras 2254, X5012FIJ Córdoba, Argentina",Match,Google
1,CAPITAL,14E,CERRO NORTE,ESC NIÑAS DE AYOHUMA,VALERIO BETA 7300,Córdoba,Córdoba,Argentina,3060,"VALERIO BETA 7300, Córdoba, Córdoba, Argentina",-31.3256003,-64.2623309,"Valerio Beta 7300, Córdoba, Argentina",Match,Google
1,CAPITAL,11A,ALTO ALBERDI,ESC PQUIAL SAN JOSE,VELEZ 252,Córdoba,Córdoba,Argentina,4092,"VELEZ 252, Córdoba, Córdoba, Argentina",-31.4068481,-64.2225003,"Vélez 252, Córdoba, Argentina",Match,Google
20,SAN JUSTO,300,MARINA,INST SEC MANUEL DORREGO,SARMIENTO 295,MARINA,Córdoba,Argentina,1208,"SARMIENTO 295, MARINA, Córdoba, Argentina",-34.6137277,-58.3680357,"Venezuela 110, C1095AAD CABA, Argentina",Match,Google
1,CAPITAL,11F,LOS ROBLES,ESC BATERIA LIBERTAD,POTRERILLO Y VENTA Y MEDIA,Córdoba,Córdoba,Argentina,3340,"POTRERILLO Y VENTA Y MEDIA, Córdoba, Córdoba, Argentina",-31.3996801,-64.2535187,"Venta y Media & Potrerillos, Córdoba, Argentina",Match,Google
1,CAPITAL,6C,GRAL PAZ,ESC NORMAL GARZON AGULLA,VIAMONTE 150,Córdoba,Córdoba,Argentina,4718,"VIAMONTE 150, Córdoba, Córdoba, Argentina",-32.4061601,-63.2320006,"Viamonte 150, Villa María, Córdoba, Argentina",Match,Google
1,CAPITAL,6C,GRAL PAZ,ESC RAMON J CARCANO,VIAMONTE 446,Córdoba,Córdoba,Argentina,3707,"VIAMONTE 446, Córdoba, Córdoba, Argentina",-31.6622573,-64.4499421,"Viamonte 446, Alta Gracia, Córdoba, Argentina",Match,Google
3,COLON,41,VILLA ALLENDE,COLEGIO SAN JOSE,VILLA ALLENDE,VILLA ALLENDE,Córdoba,Argentina,4140,"VILLA ALLENDE, VILLA ALLENDE, Córdoba, Argentina",-31.3000507,-64.3002319,"Villa Allende, Cordoba, Argentina",Match,Google
21,SANTA MARIA,316A,ANIZACATE,ESC VICENTE LOPEZ Y PLANES,ANIZACATE,ANIZACATE,Córdoba,Argentina,2021,"ANIZACATE, ANIZACATE, Córdoba, Argentina",-31.722258,-64.403952,"Villa Anisacate, Córdoba, Argentina",Match,Google
3,COLON,31B,VILLA CERRO AZUL,LOCAL COMUNAL,VILLA CERRO AZUL,VILLA CERRO AZUL,Córdoba,Argentina,363,"VILLA CERRO AZUL, VILLA CERRO AZUL, Córdoba, Argentina",-31.084896,-64.309776,"Villa Cerro Azul, Córdoba, Argentina",Match,Google
4,CRUZ DEL EJE,56,SOTO,INSTITUTO SANTO DOMINGO,SOTO,SOTO,Córdoba,Argentina,1364,"SOTO, SOTO, Córdoba, Argentina",-30.8539263,-64.9934681,"Villa de Soto, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,COLEGIO SAN JOSE,VILLA DEL ROSARIO,VILLA DEL ROSARIO,Córdoba,Argentina,5130,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina",-31.5562575,-63.5356054,"Villa del Rosario, Cordoba, Argentina",Match,Google
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,ESC MARQUES DE SOBREMONTE,VILLA DEL ROSARIO,VILLA DEL ROSARIO,Córdoba,Argentina,4446,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina",-31.5562575,-63.5356054,"Villa del Rosario, Cordoba, Argentina",Match,Google
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,ESCUELA RECONQUISTA,VILLA DEL ROSARIO,VILLA DEL ROSARIO,Córdoba,Argentina,3429,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina",-31.5562575,-63.5356054,"Villa del Rosario, Cordoba, Argentina",Match,Google
9,MARCOS JUAREZ,131A,VILLA ELISA,ESCUELA VICTORIA OCAMPO,VILLA ELISA,VILLA ELISA,Córdoba,Argentina,26,"VILLA ELISA, VILLA ELISA, Córdoba, Argentina",-32.8333282,-62.2999992,"Villa Elisa, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC.GRAL J. DE SAN MARTIN,VILLA GRAL.BELGRANO,VILLA GENERAL BELGRANO,Córdoba,Argentina,3069,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina",-31.9776652,-64.5594102,"Villa General Belgrano, Cordoba, Argentina",Match,Google
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC. DE COM. D. DE ROJAS,VILLA GRAL.BELGRANO,VILLA GENERAL BELGRANO,Córdoba,Argentina,2728,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina",-31.9776652,-64.5594102,"Villa General Belgrano, Cordoba, Argentina",Match,Google
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,COLEGIO ARGENTINO GERMANO,VILLA GRAL.BELGRANO,VILLA GENERAL BELGRANO,Córdoba,Argentina,1704,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina",-31.9776652,-64.5594102,"Villa General Belgrano, Cordoba, Argentina",Match,Google
21,SANTA MARIA,316I,VILLA LOS AROMOS,ESC PROV DOMINGO F SARMIENTO,VILLA LOS AROMOS,VILLA LOS AROMOS,Córdoba,Argentina,850,"VILLA LOS AROMOS, VILLA LOS AROMOS, Córdoba, Argentina",-31.7358549,-64.437577,"Villa Los Aromos, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESCUELA PABLO VI,VILLA NUEVA,VILLA NUEVA,Córdoba,Argentina,2064,"VILLA NUEVA, VILLA NUEVA, Córdoba, Argentina",-32.4356257,-63.2480859,"Villa Nueva, Córdoba, Argentina",Match,Google
12,PUNILLA,147B,VILLA PARQUE SIQUIMAN,ESC DR JERONIMO J DEL BARCO,VILLA PARQUE SIQUIMAN,VILLA PARQUE SIQUIMAN,Córdoba,Argentina,1746,"VILLA PARQUE SIQUIMAN, VILLA PARQUE SIQUIMAN, Córdoba, Argentina",-31.3448304,-64.4756248,"Villa Parque Síquiman, Córdoba, Argentina",Match,Google
7,ISCHILIN,100,QUILINO VILLA,ESC.PROV.D.V.SARSFIELD,VELEZ SARSFIELD,QUILINO VILLA,Córdoba,Argentina,983,"VELEZ SARSFIELD, QUILINO VILLA, Córdoba, Argentina",-30.2072717,-64.467064,"Villa Quilino, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,258,VILLA ROSSI,ESCUELA N°105(JOSE RUBIROLA),VILLA ROSSI,VILLA ROSSI,Córdoba,Argentina,568,"VILLA ROSSI, VILLA ROSSI, Córdoba, Argentina",-34.2992447,-63.268677,"Villa Rossi, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316D,LA SERRANITA,ESC GENERAL MANUEL BELGRANO,LA SERRANITA,LA SERRANITA,Córdoba,Argentina,427,"LA SERRANITA, LA SERRANITA, Córdoba, Argentina",-31.7357034,-64.4556668,"Villa Serranita, Córdoba, Argentina",Match,Google
5,GENERAL ROCA,72,VILLA VALERIA,ESC.PROV.J.CROTTO,VILLA VALERIA,VILLA VALERIA,Córdoba,Argentina,2687,"VILLA VALERIA, VILLA VALERIA, Córdoba, Argentina",-34.3416705,-64.9203979,"Villa Valeria, Córdoba, Argentina",Match,Google
13,RIO CUARTO,194,WASHINGTON,ESCUELA N°359,WASHINGTON,WASHINGTON,Córdoba,Argentina,556,"WASHINGTON, WASHINGTON, Córdoba, Argentina",-33.87376,-64.6895089,"Washington, Córdoba, Argentina",Match,Google
1,CAPITAL,7,AEROPUERTO,ESC JORGE NEWBERY (CIRC 7F),MATIENZO 5.895,Córdoba,Córdoba,Argentina,150,"MATIENZO 5.895, Córdoba, Córdoba, Argentina",-31.3862214,-64.2118231,"X5008JSU Argentinas, Domingo Zipoli 1943, X5008JSV Córdoba, Argentina",Match,Google
2,CALAMUCHITA,23,VILLA YACANTO,ESC.PROV. FRENCH Y BERUTTI,CORDOBA,VILLA YACANTO,Córdoba,Argentina,1443,"CORDOBA, VILLA YACANTO, Córdoba, Argentina",-32.103056,-64.753889,"Yacanto de Calamuchita, Córdoba, Argentina",Match,Google
1,CAPITAL,11D,LOS NARANJOS,INST JESUS MARIA,VIEYTES SUD 1607,Córdoba,Córdoba,Argentina,6196,"VIEYTES SUD 1607, Córdoba, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,186,PUEBLO ALBERDI,INST LANTERIANO LA MERCED,BELISARIO ROLDAN 275,PUEBLO ALBERDI,Córdoba,Argentina,6156,"BELISARIO ROLDAN 275, PUEBLO ALBERDI, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,165,BANDA NORTE,MERC DEL NIÑO JESUS/S FCO ASIS,VICTOR HUGO 885,BANDA NORTE,Córdoba,Argentina,6138,"VICTOR HUGO 885, BANDA NORTE, Córdoba, Argentina",,,,No Match,Google
4,CRUZ DEL EJE,44,CRUZ DEL EJE,IPEM N° 253,ALEM ESQ DOMINGO MATEU,CRUZ DEL EJE,Córdoba,Argentina,5831,"ALEM ESQ DOMINGO MATEU, CRUZ DEL EJE, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC JOSE BERRNARDO ITURRASPE,CABRERA 1736,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,5494,"CABRERA 1736, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina",,,,No Match,Google
26,UNION,375,BELL VILLE,ESC PONCIANO VIVANCO,AMEGHINO 155,BELL VILLE,Córdoba,Argentina,5489,"AMEGHINO 155, BELL VILLE, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA N AVELLANEDA,RIVADAVIA 648,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,5476,"RIVADAVIA 648, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
3,COLON,35,MALVINAS ARGENTINAS,I.P.E.M. N° 24,JUJUY ESQ. SARMIENTO S/N MALVINAS AR,MALVINAS ARGENTINAS,Córdoba,Argentina,5449,"JUJUY ESQ. SARMIENTO S/N MALVINAS AR, MALVINAS ARGENTINAS, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13H,PATRICIOS,COL HIJAS DE MARIA INMACULADA,MADRE BRIGIDA PASTORINO 2733,Córdoba,Córdoba,Argentina,5095,"MADRE BRIGIDA PASTORINO 2733, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,14A,ARGUELLO NORTE,ESC BRIG SAN MARTIN,DOMINGO MARIMON/GABRIEL ORTEGA,Córdoba,Córdoba,Argentina,5086,"DOMINGO MARIMON/GABRIEL ORTEGA, Córdoba, Córdoba, Argentina",,,,No Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.N.AVELLANEDA,BS.AS.E INT.MACIEL,VILLA MARIA,Córdoba,Argentina,4830,"BS.AS.E INT.MACIEL, VILLA MARIA, Córdoba, Argentina",,,,No Match,Google
3,COLON,40,UNQUILLO,I.P.E.M. N° 78,COSTANERA LOS CIGARRALES B 750,UNQUILLO,Córdoba,Argentina,4828,"COSTANERA LOS CIGARRALES B 750, UNQUILLO, Córdoba, Argentina",,,,No Match,Google
3,COLON,33,JESUS MARIA,PTE DOMINGO F SARMIENTO,CORDOBA (PARALEA A JUAN B JUSTO) 1050,JESUS MARIA,Córdoba,Argentina,4802,"CORDOBA (PARALEA A JUAN B JUSTO) 1050, JESUS MARIA, Córdoba, Argentina",,,,No Match,Google
3,COLON,33,JESUS MARIA,ESC.PROVC.F.O. DE OCAMPO,AV. DR. FRANCISCO N. DE LAPRIDA 649,JESUS MARIA,Córdoba,Argentina,4788,"AV. DR. FRANCISCO N. DE LAPRIDA 649, JESUS MARIA, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,186,PUEBLO ALBERDI,ESC GRAL JUSTO S ANAYA,AZOPARDO 1270 FENIX,PUEBLO ALBERDI,Córdoba,Argentina,4788,"AZOPARDO 1270 FENIX, PUEBLO ALBERDI, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,165,BANDA NORTE,IPEM N°95 M SANCHEZ DE THOMPSO,MANCO CAPAC 50,BANDA NORTE,Córdoba,Argentina,4774,"MANCO CAPAC 50, BANDA NORTE, Córdoba, Argentina",,,,No Match,Google
3,COLON,41A,SALDAN,ESC.DE COMERCIO J.M.PAZ,VELEZ SARSFIELD 647,SALDAN,Córdoba,Argentina,4718,"VELEZ SARSFIELD 647, SALDAN, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,14C,ARGUELLO SEGUNDO,INST CONCEPCIONISTA LA INMACUL,AV ENRIQUE BODEREAU KM 14,Córdoba,Córdoba,Argentina,4650,"AV ENRIQUE BODEREAU KM 14, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,7A,GUIÑAZU,ESC UNESCO,JUAN B JUSTO/AV N SRA D LOS MILAGROS,Córdoba,Córdoba,Argentina,4646,"JUAN B JUSTO/AV N SRA D LOS MILAGROS, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,11,AERONAUTICO,ESC ISABEL LA CATOLICA,SUBOF OTANO S/N°,Córdoba,Córdoba,Argentina,4503,"SUBOF OTANO S/N°, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13A,AYACUCHO,ESC FRANCISCO A RIZZUTO,FDO DE LESSEPS 140,Córdoba,Córdoba,Argentina,4464,"FDO DE LESSEPS 140, Córdoba, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESC N AVELLANEDA(IPEM N°50),RIVADAVIA 679,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,4459,"RIVADAVIA 679, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,COL SUP SAN MARTIN,PJE CHAMPAGNAT (SUR) 57,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,4459,"PJE CHAMPAGNAT (SUR) 57, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC PTE HIPOLITO IRIGOYEN,JUJUY 205,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,4459,"JUJUY 205, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA CURA ELEODORO FIERRO,RAMON J CARCANO 135,ALTA GRACIA,Córdoba,Argentina,4459,"RAMON J CARCANO 135, ALTA GRACIA, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,165,BANDA NORTE,ESC PROVINCIA SANTA CRUZ,SANTA FE ESQ URUGUAY S/N,BANDA NORTE,Córdoba,Argentina,4433,"SANTA FE ESQ URUGUAY S/N, BANDA NORTE, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,14A,ARGUELLO NORTE,ESC MARTHA A SALOTTI,PUBLICA S/N IPV SECTOR360ARGÜELLO N,Córdoba,Córdoba,Argentina,4407,"PUBLICA S/N IPV SECTOR360ARGÜELLO N, Córdoba, Córdoba, Argentina",,,,No Match,Google
3,COLON,37,RIO CEBALLOS,IPEM N° 352,NICANOR CEBALLOS,RIO CEBALLOS,Córdoba,Argentina,4407,"NICANOR CEBALLOS, RIO CEBALLOS, Córdoba, Argentina",,,,No Match,Google
3,COLON,41A,SALDAN,ESCUELA NOGAL HISTORICO,JOSE ACCASTELLI 252,SALDAN,Córdoba,Argentina,4382,"JOSE ACCASTELLI 252, SALDAN, Córdoba, Argentina",,,,No Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,ESC PROV MODESTO ACUÑA,AMINTA R DE HERRERA 455,RIO TERCERO,Córdoba,Argentina,4128,"AMINTA R DE HERRERA 455, RIO TERCERO, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC JOSE MARIA PAZ,REPUBLICA DEL LIBANO 1009,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,4116,"REPUBLICA DEL LIBANO 1009, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina",,,,No Match,Google
3,COLON,33,JESUS MARIA,ESC.PROV.1ER.TTE.MORANDINI,CHILE -SAN JOSE OBRERO 222,JESUS MARIA,Córdoba,Argentina,4104,"CHILE -SAN JOSE OBRERO 222, JESUS MARIA, Córdoba, Argentina",,,,No Match,Google
8,JUAREZ CELMAN,112,LA CARLOTA,ESC.FORTIN HEROICO,ACOSTA 673,LA CARLOTA,Córdoba,Argentina,4104,"ACOSTA 673, LA CARLOTA, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,165,BANDA NORTE,ANGELES CUSTODIOS/SAGRADA FLIA,ISABEL LA CATOLICA Y E JENNER S/N,BANDA NORTE,Córdoba,Argentina,4104,"ISABEL LA CATOLICA Y E JENNER S/N, BANDA NORTE, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,186,PUEBLO ALBERDI,ESC NICOLAS AVELLANEDA,VICENTE LOPEZ 538,PUEBLO ALBERDI,Córdoba,Argentina,4104,"VICENTE LOPEZ 538, PUEBLO ALBERDI, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,7G,PANAMERICANO,ESC FRANCISCO VIDAL,"FRAGUEIRO   (MANZANA ""C"") 4.200",Córdoba,Córdoba,Argentina,4097,"FRAGUEIRO   (MANZANA ""C"") 4.200, Córdoba, Córdoba, Argentina",,,,No Match,Google
3,COLON,29,COLONIA CAROYA,COLEGIO PIO LEON,AV 28 DE JULIO 345,COLONIA CAROYA,Córdoba,Argentina,4080,"AV 28 DE JULIO 345, COLONIA CAROYA, Córdoba, Argentina",,,,No Match,Google
3,COLON,34,JUAREZ CELMAN,ESC.COMODORO R. SILIONI,AV. ACONCAGUA S/N,JUAREZ CELMAN,Córdoba,Argentina,4080,"AV. ACONCAGUA S/N, JUAREZ CELMAN, Córdoba, Argentina",,,,No Match,Google
16,RIO SEGUNDO,243,RIO SEGUNDO,ESC VICTOR MERCANTE,MARCONI 591 BELGRANO,RIO SEGUNDO,Córdoba,Argentina,4080,"MARCONI 591 BELGRANO, RIO SEGUNDO, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,12,AVELLANEDA,ESC JUAN XXIII,BENAVIDEZ Y CANESA,Córdoba,Córdoba,Argentina,4020,"BENAVIDEZ Y CANESA, Córdoba, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA RIO NEGRO,CASEROS 518,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,3773,"CASEROS 518, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
