Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Geo
12,PUNILLA,158,TANTI,ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597,TANTI,Córdoba,Argentina,2966,"MARIANO MORENO 597, TANTI, Córdoba, Argentina"
12,PUNILLA,158,TANTI,IPEM N°84 J VOCOS LESCANO,SAN FRANCISCO 33 LA ESTANCIA,TANTI,Córdoba,Argentina,2961,"SAN FRANCISCO 33 LA ESTANCIA, TANTI, Córdoba, Argentina"
6,GRAL SAN MARTIN,79,LA PLAYOSA,ESC.PROV. 25 DE MAYO,LA PLAYOSA,LA PLAYOSA,Córdoba,Argentina,2848,"LA PLAYOSA, LA PLAYOSA, Córdoba, Argentina"
1,CAPITAL,12F,JOSE HERNANDEZ,ESC EJERCITO ARGENTINO,CASTAÑARES 470,Córdoba,Córdoba,Argentina,2760,"CASTAÑARES 470, Córdoba, Córdoba, Argentina"
3,COLON,40,UNQUILLO,ESC.PROV. D.V.SARSFIELD,SARMIENTO Y VELEZ SARSFIELD,UNQUILLO,Córdoba,Argentina,2760,"SARMIENTO Y VELEZ SARSFIELD, UNQUILLO, Córdoba, Argentina"
3,COLON,40,UNQUILLO,I.P.E.M. N° 23,SPILIMBERGO 869,UNQUILLO,Córdoba,Argentina,2760,"SPILIMBERGO 869, UNQUILLO, Córdoba, Argentina"
12,PUNILLA,148,CAPILLA DEL MONTE,ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 380,CAPILLA DEL MONTE,Córdoba,Argentina,2760,"SARMIENTO 380, CAPILLA DEL MONTE, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,ESC ALTE BROWN,RIO QUINTO 660,RIO CUARTO,Córdoba,Argentina,2760,"RIO QUINTO 660, RIO CUARTO, Córdoba, Argentina"
1,CAPITAL,3,SECCIONAL TERCERA,ESC SANTO TOMAS,CASEROS 745,Córdoba,Córdoba,Argentina,2756,"CASEROS 745, Córdoba, Córdoba, Argentina"
1,CAPITAL,8B,PUEYRREDON,INST OBISPO CAIXAL,ANA M JANER 1250,Córdoba,Córdoba,Argentina,2752,"ANA M JANER 1250, Córdoba, Córdoba, Argentina"
1,CAPITAL,10J,SANTA ISABEL,ESC.OSVALDO JORGE LEON,COLORADO ESQ LUAYABA,Córdoba,Córdoba,Argentina,2752,"COLORADO ESQ LUAYABA, Córdoba, Córdoba, Argentina"
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC EJERCITO ARGENTINO,LA RIOJA 3453,Córdoba,Córdoba,Argentina,2752,"LA RIOJA 3453, Córdoba, Córdoba, Argentina"
1,CAPITAL,12A,CARCANO,ESC.PROF.M.LUCIANI,11 DE SEPTIEMBRE ESQ. CALLE 2CARCANO 4.400,Córdoba,Córdoba,Argentina,2752,"11 DE SEPTIEMBRE ESQ. CALLE 2CARCANO 4.400, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,89,VILLA MARIA,CENMA N° 96,SANTA FE 643,VILLA MARIA,Córdoba,Argentina,2752,"SANTA FE 643, VILLA MARIA, Córdoba, Argentina"
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.BME.MITRE,MITRE 1147,VILLA NUEVA,Córdoba,Argentina,2752,"MITRE 1147, VILLA NUEVA, Córdoba, Argentina"
12,PUNILLA,156,VILLA CARLOS PAZ,PRIMARIO JOSE DE SAN MARTIN,AMEGHINO Y BALCARCE,VILLA CARLOS PAZ,Córdoba,Argentina,2752,"AMEGHINO Y BALCARCE, VILLA CARLOS PAZ, Córdoba, Argentina"
12,PUNILLA,156,VILLA CARLOS PAZ,ESC RICARDO BERNABE FERNANDEZ,LAS MARGARITAS 255-VA INDEPENDENCIA,VILLA CARLOS PAZ,Córdoba,Argentina,2752,"LAS MARGARITAS 255-VA INDEPENDENCIA, VILLA CARLOS PAZ, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,ESCUELA PIAS,BV GRAL ROCA 701,RIO CUARTO,Córdoba,Argentina,2752,"BV GRAL ROCA 701, RIO CUARTO, Córdoba, Argentina"
19,SAN JAVIER,268,DOLORES,ESC C CENTENARIO-IPEM N° 146,PEDRO C MOLINA 145,DOLORES,Córdoba,Argentina,2752,"PEDRO C MOLINA 145, DOLORES, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,ESC VICTOR MERCANTE,ANATOLE FRANCE 360,ALTA GRACIA,Córdoba,Argentina,2752,"ANATOLE FRANCE 360, ALTA GRACIA, Córdoba, Argentina"
1,CAPITAL,7E,MARQUES DE SOBREMONTE,JOSE LUIS SERCIC,PEREZ CORREA 1500 M DE SOBREMONTE,Córdoba,Córdoba,Argentina,2746,"PEREZ CORREA 1500 M DE SOBREMONTE, Córdoba, Córdoba, Argentina"
1,CAPITAL,12A,CARCANO,ESC.MA.DEL TRANSITO CABANILLAS,CNO.SAN ANDRES/RUIZ HUIDOBRO,Córdoba,Córdoba,Argentina,2745,"CNO.SAN ANDRES/RUIZ HUIDOBRO, Córdoba, Córdoba, Argentina"
1,CAPITAL,7E,MARQUES DE SOBREMONTE,IPEM 338,FRANCISCO SUAREZ 3760,Córdoba,Córdoba,Argentina,2744,"FRANCISCO SUAREZ 3760, Córdoba, Córdoba, Argentina"
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNICIPAL DR A SABATTINI,DIEGO DE PACHECO 4900,Córdoba,Córdoba,Argentina,2744,"DIEGO DE PACHECO 4900, Córdoba, Córdoba, Argentina"
1,CAPITAL,14I,SANTA CECILIA,ESC MUNIC ARSENIO MURUGARREN,PIZARRO Y GRASS,Córdoba,Córdoba,Argentina,2744,"PIZARRO Y GRASS, Córdoba, Córdoba, Argentina"
3,COLON,40A,MENDIOLAZA,ESC.PIAS DE MENDIOLAZA,RUTA PROVINCIAL INTERMUNICIPAL E 57,MENDIOLAZA,Córdoba,Argentina,2744,"RUTA PROVINCIAL INTERMUNICIPAL E 57, MENDIOLAZA, Córdoba, Argentina"
8,JUAREZ CELMAN,112,LA CARLOTA,INST.NTA.M.DE LAS MERCEDES,9 DE JULIO 271,LA CARLOTA,Córdoba,Argentina,2744,"9 DE JULIO 271, LA CARLOTA, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,ESC REPUBLICA ITALIANA,COLEGIO 127 LALAHENES,ALTA GRACIA,Córdoba,Argentina,2744,"COLEGIO 127 LALAHENES, ALTA GRACIA, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA MANUEL SOLARES,ESPAÑA 26,ALTA GRACIA,Córdoba,Argentina,2744,"ESPAÑA 26, ALTA GRACIA, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,ESC SANTIAGO DE LINIERS,,ALTA GRACIA,Córdoba,Argentina,2744,", ALTA GRACIA, Córdoba, Argentina"
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNIC DR ARTURO H ILLIA,CHIRINO DE POSADAS ESQ.MAGUNA 4.600,Córdoba,Córdoba,Argentina,2740,"CHIRINO DE POSADAS ESQ.MAGUNA 4.600, Córdoba, Córdoba, Argentina"
1,CAPITAL,11G,PARQUE REPUBLICA,ESC PRIMER TTE AVILA,QUINCHAN 1070,Córdoba,Córdoba,Argentina,2736,"QUINCHAN 1070, Córdoba, Córdoba, Argentina"
1,CAPITAL,12B,COLON,ESC JUAN LARREA,LUIS BRAILE 2273,Córdoba,Córdoba,Argentina,2736,"LUIS BRAILE 2273, Córdoba, Córdoba, Argentina"
1,CAPITAL,12B,COLON,INST MANUEL BELGRANO,LUIS BRAILE 2384,Córdoba,Córdoba,Argentina,2736,"LUIS BRAILE 2384, Córdoba, Córdoba, Argentina"
1,CAPITAL,12D,JOSE IGNACIO DIAZ,CENTRO EDUC.ING.REGINO M.MADER,CHIRINO DE POSADAS 5400,Córdoba,Córdoba,Argentina,2736,"CHIRINO DE POSADAS 5400, Córdoba, Córdoba, Argentina"
1,CAPITAL,12D,JOSE IGNACIO DIAZ,POETA OSCAR GUIÑAZU ALVAREZ,ASTURIAS 3.345,Córdoba,Córdoba,Argentina,2736,"ASTURIAS 3.345, Córdoba, Córdoba, Argentina"
3,COLON,28,CALERA,ESC ELADIO DIEZ,ALVEAR ESQ SARMIENTO,CALERA,Córdoba,Argentina,2736,"ALVEAR ESQ SARMIENTO, CALERA, Córdoba, Argentina"
3,COLON,28,CALERA,IPEM N° 73,REP DE CHILE ESQ GRAL CABRERA,CALERA,Córdoba,Argentina,2736,"REP DE CHILE ESQ GRAL CABRERA, CALERA, Córdoba, Argentina"
20,SAN JUSTO,291,FREYRE,COL STA TERESITA DEL N JESUS,BV 12 DE OCTUBRE 681,FREYRE,Córdoba,Argentina,2736,"BV 12 DE OCTUBRE 681, FREYRE, Córdoba, Argentina"
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA RAFAEL NUÑEZ,PARAGUAY 1776,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,2736,"PARAGUAY 1776, SAN FRANCISCO SECC. SUR, Córdoba, Argentina"
16,RIO SEGUNDO,235,LAGUNA LARGA,ESC BERNARDINO RIVADAVIA,RIVADAVIA 66 MALVINAS ARGENTINAS,LAGUNA LARGA,Córdoba,Argentina,2732,"RIVADAVIA 66 MALVINAS ARGENTINAS, LAGUNA LARGA, Córdoba, Argentina"
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PROV DE SGO DEL ESTERO,CALLE 49 S/N° VILLA EL LIBERTADOR,Córdoba,Córdoba,Argentina,2728,"CALLE 49 S/N° VILLA EL LIBERTADOR, Córdoba, Córdoba, Argentina"
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MUNIC ALICIA MOREAU DE JUS,PILCOMAYO S/N°V EL LIBERTADOR,Córdoba,Córdoba,Argentina,2728,"PILCOMAYO S/N°V EL LIBERTADOR, Córdoba, Córdoba, Argentina"
1,CAPITAL,13J,VILLA AZALAIS,ESC MUNIC J A PAREDES,FCO DEL PRADO 3900 V AZALAIS,Córdoba,Córdoba,Argentina,2728,"FCO DEL PRADO 3900 V AZALAIS, Córdoba, Córdoba, Argentina"
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC. DE COM. D. DE ROJAS,VILLA GRAL.BELGRANO,VILLA GENERAL BELGRANO,Córdoba,Argentina,2728,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina"
4,CRUZ DEL EJE,56,SOTO,ESC.PADRE B.DE LAS CASAS,JOSE IGNACIO PERALTA 249,SOTO,Córdoba,Argentina,2728,"JOSE IGNACIO PERALTA 249, SOTO, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,248,LABOULAYE,COLEGIO SAN JOSE,RIVADAVIA 245,LABOULAYE,Córdoba,Argentina,2728,"RIVADAVIA 245, LABOULAYE, Córdoba, Argentina"
20,SAN JUSTO,298,LAS VARILLAS,ESC BERNARDINO RIVADAVIA,INDEPENDENCIA 294,LAS VARILLAS,Córdoba,Argentina,2728,"INDEPENDENCIA 294, LAS VARILLAS, Córdoba, Argentina"
9,MARCOS JUAREZ,134,MONTE BUEY,ESC JOSE MANUEL ESTRADA,MONTE BUEY,MONTE BUEY,Córdoba,Argentina,2721,"MONTE BUEY, MONTE BUEY, Córdoba, Argentina"
23,TERCERO ARRIBA,340,HERNANDO,ESC LA STMA TRINIDAD,COLON 102,HERNANDO,Córdoba,Argentina,2721,"COLON 102, HERNANDO, Córdoba, Argentina"
1,CAPITAL,5I,COLINAS DEL SUR,ESCUELA HEROES DE MALVINAS,CALLE PUBLICA S/N (CNO VILLA POSSE),Córdoba,Córdoba,Argentina,2720,"CALLE PUBLICA S/N (CNO VILLA POSSE), Córdoba, Córdoba, Argentina"
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,INST. SEC. JUAN M. E ROSAS,CAMILOTTI ESQ SANTIBAÑEZ,Córdoba,Córdoba,Argentina,2720,"CAMILOTTI ESQ SANTIBAÑEZ, Córdoba, Córdoba, Argentina"
3,COLON,34,JUAREZ CELMAN,ESC.ATAHUALPA YUPANQUI,BARRIO PARQUE NORTE,JUAREZ CELMAN,Córdoba,Argentina,2720,"BARRIO PARQUE NORTE, JUAREZ CELMAN, Córdoba, Argentina"
9,MARCOS JUAREZ,133,MARCOS JUAREZ,ESC MARIANO MORENO,SAN JUAN 1090 SUR,MARCOS JUAREZ,Córdoba,Argentina,2720,"SAN JUAN 1090 SUR, MARCOS JUAREZ, Córdoba, Argentina"
12,PUNILLA,150,COSQUIN,IPEM N°157-PTE SARMIENTO,P CARRANZA 940,COSQUIN,Córdoba,Argentina,2720,"P CARRANZA 940, COSQUIN, Córdoba, Argentina"
12,PUNILLA,150,COSQUIN,ESC NORMAL SUP R SAENZ PEÑA,SAN MARTIN 394,COSQUIN,Córdoba,Argentina,2720,"SAN MARTIN 394, COSQUIN, Córdoba, Argentina"
1,CAPITAL,13H,PATRICIOS,ESC PARROQUIAL SAN ROQUE,USANDIVARAS 2050 VILLA CORINA,Córdoba,Córdoba,Argentina,2712,"USANDIVARAS 2050 VILLA CORINA, Córdoba, Córdoba, Argentina"
12,PUNILLA,159,VALLE HERMOSO,IPEM N° 335,GOBERNADOR NUÑEZ 73,VALLE HERMOSO,Córdoba,Argentina,2712,"GOBERNADOR NUÑEZ 73, VALLE HERMOSO, Córdoba, Argentina"
20,SAN JUSTO,282,BRINKMANN,IPETIN 262 BELISARIO ROLDAN,DR PITT FUNES 547,BRINKMANN,Córdoba,Argentina,2712,"DR PITT FUNES 547, BRINKMANN, Córdoba, Argentina"
13,RIO CUARTO,183,VICUÑA MACKENNA,ESC GUIDO SPANO,SARMIENTO 672 CENTRO,VICUÑA MACKENNA,Córdoba,Argentina,2709,"SARMIENTO 672 CENTRO, VICUÑA MACKENNA, Córdoba, Argentina"
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC COM R ECHEGOYEN,J I DIAZ 200,Córdoba,Córdoba,Argentina,2708,"J I DIAZ 200, Córdoba, Córdoba, Argentina"
1,CAPITAL,9F,SAN MARTIN,COL NTRA SEÑORA DE LA MERCED,ZELAYA 140,Córdoba,Córdoba,Argentina,2704,"ZELAYA 140, Córdoba, Córdoba, Argentina"
12,PUNILLA,159,VALLE HERMOSO,INST.NTA.SRA. DEL CALVARIO,SAN MARTIN 12,VALLE HERMOSO,Córdoba,Argentina,2704,"SAN MARTIN 12, VALLE HERMOSO, Córdoba, Argentina"
13,RIO CUARTO,184,MOLDES,IPEM N°94 DOLORES L DE LAVALLE,MOLDES,MOLDES,Córdoba,Argentina,2704,"MOLDES, MOLDES, Córdoba, Argentina"
13,RIO CUARTO,189,SAMPACHO,INSTPABLO ANTONIO PIZZURNO,SAMPACHO,SAMPACHO,Córdoba,Argentina,2704,"SAMPACHO, SAMPACHO, Córdoba, Argentina"
14,RIO PRIMERO,211,MONTE CRISTO,MARGARITA V LUDUEÑA DE LAZO,SARMIENTO   LAS MALVINAS 571,MONTE CRISTO,Córdoba,Argentina,2701,"SARMIENTO   LAS MALVINAS 571, MONTE CRISTO, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,252,LEVALLE,ESC DR VIRGILIO BARBALATO,CARLOS PELLEGRINI 331,LEVALLE,Córdoba,Argentina,2700,"CARLOS PELLEGRINI 331, LEVALLE, Córdoba, Argentina"
1,CAPITAL,9D,POETA LUGONES,COL EL SALVADOR,RAUL CASARIEGO 4479,Córdoba,Córdoba,Argentina,2697,"RAUL CASARIEGO 4479, Córdoba, Córdoba, Argentina"
1,CAPITAL,10E,ESTACION FLORES,ESC PADRE BURON,AVIADOR MIRA,Córdoba,Córdoba,Argentina,2696,"AVIADOR MIRA, Córdoba, Córdoba, Argentina"
14,RIO PRIMERO,211,MONTE CRISTO,ESCUELA MAESTRO DOMINGO NOGAL,AV SAN MARTIN,MONTE CRISTO,Córdoba,Argentina,2696,"AV SAN MARTIN, MONTE CRISTO, Córdoba, Argentina"
1,CAPITAL,12H,LOS CERVECEROS,ESC MADRE TERESA DE CALCUTA,PALAMARA 2.900,Córdoba,Córdoba,Argentina,2688,"PALAMARA 2.900, Córdoba, Córdoba, Argentina"
1,CAPITAL,12H,LOS CERVECEROS,ESC RAUL A FERREYRA,PUBLICA S/N -ALTURA AV O'HIGGINS 3.500,Córdoba,Córdoba,Argentina,2688,"PUBLICA S/N -ALTURA AV O'HIGGINS 3.500, Córdoba, Córdoba, Argentina"
3,COLON,38,SALSIPUEDES,INST SECUNDARIO SALSIPUEDES,AV BELGRANO 178,SALSIPUEDES,Córdoba,Argentina,2688,"AV BELGRANO 178, SALSIPUEDES, Córdoba, Argentina"
8,JUAREZ CELMAN,102,ALEJANDRO,ESC.EL GRAN CAPITAN,SARMIENTO 25,ALEJANDRO,Córdoba,Argentina,2688,"SARMIENTO 25, ALEJANDRO, Córdoba, Argentina"
1,CAPITAL,14J,URCA,ESC REPUBLICA DEL LIBANO,IGARZABAL 1250,Córdoba,Córdoba,Argentina,2687,"IGARZABAL 1250, Córdoba, Córdoba, Argentina"
5,GENERAL ROCA,72,VILLA VALERIA,ESC.PROV.J.CROTTO,VILLA VALERIA,VILLA VALERIA,Córdoba,Argentina,2687,"VILLA VALERIA, VILLA VALERIA, Córdoba, Argentina"
12,PUNILLA,153,LA CUMBRE,INSTITUTO GRAL SAN MARTIN,9 DE JULIO 564,LA CUMBRE,Córdoba,Argentina,2680,"9 DE JULIO 564, LA CUMBRE, Córdoba, Argentina"
1,CAPITAL,12,AVELLANEDA,ESC CONSTANCIO C VIGIL,J.LLERENA 5561,Córdoba,Córdoba,Argentina,2679,"J.LLERENA 5561, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,166,BERROTARAN,ESC VICTOR MERCANTE,FRAY MAMERTO ESQUIU 25,BERROTARAN,Córdoba,Argentina,2673,"FRAY MAMERTO ESQUIU 25, BERROTARAN, Córdoba, Argentina"
1,CAPITAL,5D,MALDONADO,IPEM 184-M.FRAGUEIRO,OB.CASTELLANO 955.S.VICENTE,Córdoba,Córdoba,Argentina,2672,"OB.CASTELLANO 955.S.VICENTE, Córdoba, Córdoba, Argentina"
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.J.M.PAZ,CABRERA,CABRERA,Córdoba,Argentina,2672,"CABRERA, CABRERA, Córdoba, Argentina"
13,RIO CUARTO,161,ADELIA MARIA,ESC GENERAL SAN MARTIN,SARMIENTO 98 CENTRO,ADELIA MARIA,Córdoba,Argentina,2667,"SARMIENTO 98 CENTRO, ADELIA MARIA, Córdoba, Argentina"
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MARTIN DE GÜEMES,MONTUFAR Y CORONADO 7.126,Córdoba,Córdoba,Argentina,2664,"MONTUFAR Y CORONADO 7.126, Córdoba, Córdoba, Argentina"
4,CRUZ DEL EJE,55,SERREZUELA,ESC.PROV.B.RIVADAVIA,AVDA. MALVINAS ARGENTINAS,SERREZUELA,Córdoba,Argentina,2662,"AVDA. MALVINAS ARGENTINAS, SERREZUELA, Córdoba, Argentina"
12,PUNILLA,152,HUERTA GRANDE,ESC BERNARDINO RIVADAVIA,HUERTA GRANDE,HUERTA GRANDE,Córdoba,Argentina,2662,"HUERTA GRANDE, HUERTA GRANDE, Córdoba, Argentina"
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MUNIC RAUL V MARTINEZ,NILO PECANHA S/N,Córdoba,Córdoba,Argentina,2660,"NILO PECANHA S/N, Córdoba, Córdoba, Argentina"
14,RIO PRIMERO,218,RIO PRIMERO,EX-ESCUELA N°279,PABLO ROBERT 182,RIO PRIMERO,Córdoba,Argentina,2660,"PABLO ROBERT 182, RIO PRIMERO, Córdoba, Argentina"
1,CAPITAL,9B,LAS MARGARITAS,ESC RICARDO ROJAS,J.LOPEZ 2050,Córdoba,Córdoba,Argentina,2656,"J.LOPEZ 2050, Córdoba, Córdoba, Argentina"
1,CAPITAL,14L,VILLA BELGRANO,ESC NUEVA JUAN MANTOVANI,AVOGADRO Y GAUSS VILLA BELGRANO,Córdoba,Córdoba,Argentina,2656,"AVOGADRO Y GAUSS VILLA BELGRANO, Córdoba, Córdoba, Argentina"
14,RIO PRIMERO,218,RIO PRIMERO,ESC GRAL JOSE DE SAN MARTIN,CORRIENTES   LUCHI 251,RIO PRIMERO,Córdoba,Argentina,2656,"CORRIENTES   LUCHI 251, RIO PRIMERO, Córdoba, Argentina"
1,CAPITAL,14L,VILLA BELGRANO,ESC RICARDO PALMA,D'ALEMBERT Y GAUSS,Córdoba,Córdoba,Argentina,2654,"D'ALEMBERT Y GAUSS, Córdoba, Córdoba, Argentina"
5,GENERAL ROCA,70,VILLA HUIDOBRO,INST. DE LOS SAGRADOS CORAZONE,SANTA MARI JOSEFA ROSSELLO 250,VILLA HUIDOBRO,Córdoba,Argentina,2652,"SANTA MARI JOSEFA ROSSELLO 250, VILLA HUIDOBRO, Córdoba, Argentina"
20,SAN JUSTO,305,PORTEÑA,INST BERNARDINO RIVADAVIA,PORTEÑA,PORTEÑA,Córdoba,Argentina,2650,"PORTEÑA, PORTEÑA, Córdoba, Argentina"
5,GENERAL ROCA,61,HUINCA RENANCO,COLEGIO NAC. L.V.MANSILLA,HUINCA RENANCO,HUINCA RENANCO,Córdoba,Argentina,2640,"HUINCA RENANCO, HUINCA RENANCO, Córdoba, Argentina"
14,RIO PRIMERO,220,VILLA SANTA ROSA,INSTITUTO EL SALVADOR,SANTA ROSA,VILLA SANTA ROSA,Córdoba,Argentina,2640,"SANTA ROSA, VILLA SANTA ROSA, Córdoba, Argentina"
1,CAPITAL,9A,LA FRANCE,COL PQUIAL C NAMUNCURA,DIAGUITAS 3.314,Córdoba,Córdoba,Argentina,2632,"DIAGUITAS 3.314, Córdoba, Córdoba, Argentina"
1,CAPITAL,9G,VILLA CABRERA,ESC PRESIDENTE KENNEDY,JULIAN PAZ 1851 VILLA CABRERA,Córdoba,Córdoba,Argentina,2619,"JULIAN PAZ 1851 VILLA CABRERA, Córdoba, Córdoba, Argentina"
1,CAPITAL,14K,VILLA ALLENDE PARQUE,ESC MUNIC DR RAUL FERNANDEZ,12 Y 14 VILLA ALLENDE PQUE,Córdoba,Córdoba,Argentina,2619,"12 Y 14 VILLA ALLENDE PQUE, Córdoba, Córdoba, Argentina"
23,TERCERO ARRIBA,341,JAMES CRAIK,ESC PROV J M SALGUEIRO,JAMES CRAIK,JAMES CRAIK,Córdoba,Argentina,2616,"JAMES CRAIK, JAMES CRAIK, Córdoba, Argentina"
1,CAPITAL,9,ESCOBAR,ESC PROVINCIA DE CORRIENTES,DOMINGO ZIPOLI 1358,Córdoba,Córdoba,Argentina,2613,"DOMINGO ZIPOLI 1358, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,160,ACHIRAS,ESC DOMINGO FAUSTINO SARMIENTO,ACHIRAS,ACHIRAS,Córdoba,Argentina,2611,"ACHIRAS, ACHIRAS, Córdoba, Argentina"
26,UNION,393,NOETINGER,ESCUELA LEANDRO N ALEM,NOETINGER,NOETINGER,Córdoba,Argentina,2602,"NOETINGER, NOETINGER, Córdoba, Argentina"
8,JUAREZ CELMAN,118,UCACHA,ESC.PROV.J.B.ALBERDI,UCACHA,UCACHA,Córdoba,Argentina,2588,"UCACHA, UCACHA, Córdoba, Argentina"
7,ISCHILIN,99,QUILINO ESTACION,ESC.PROVINCIA DE BS.AIRES,MARIANO MORENO 220,QUILINO ESTACION,Córdoba,Argentina,2585,"MARIANO MORENO 220, QUILINO ESTACION, Córdoba, Argentina"
1,CAPITAL,11L,COUNTRYS DEL OESTE,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Córdoba,Córdoba,Argentina,2576,"LOS ALAMOS 1111, Córdoba, Córdoba, Argentina"
21,SANTA MARIA,316J,VILLA PARQUE SANTA ANA,IPET 334,AV RIVADARIA S/N,VILLA PARQUE SANTA ANA,Córdoba,Argentina,2572,"AV RIVADARIA S/N, VILLA PARQUE SANTA ANA, Córdoba, Argentina"
13,RIO CUARTO,177,LAS ACEQUIAS,ESC LEONILA DE LAS M LEMOS,MAIPU 535 NORTE,LAS ACEQUIAS,Córdoba,Argentina,2569,"MAIPU 535 NORTE, LAS ACEQUIAS, Córdoba, Argentina"
1,CAPITAL,13D,JARDIN ARENALES,ESC MUNIC J GONZALEZ,CINCO S/N°,Córdoba,Córdoba,Argentina,2553,"CINCO S/N°, Córdoba, Córdoba, Argentina"
22,SOBREMONTE,335,CHAÑAR,I.P.E.T. N°17,CHAÑAR,CHAÑAR,Córdoba,Argentina,2548,"CHAÑAR, CHAÑAR, Córdoba, Argentina"
12,PUNILLA,158C,VILLA SANTA CRUZ DEL LAGO,IPEM N° 332,LOS TALAS ESQ. LAS ROSAS,VILLA SANTA CRUZ DEL LAGO,Córdoba,Argentina,2540,"LOS TALAS ESQ. LAS ROSAS, VILLA SANTA CRUZ DEL LAGO, Córdoba, Argentina"
15,RIO SECO,228,SEBASTIAN ELCANO,ESC.PROV. CNEL. A.H.CARPANI,MAESTRO PIÑA 279,SEBASTIAN ELCANO,Córdoba,Argentina,2514,"MAESTRO PIÑA 279, SEBASTIAN ELCANO, Córdoba, Argentina"
9,MARCOS JUAREZ,132,LOS SURGENTES,ESC GENERAL SAN MARTIN,LOS SURGENTES,LOS SURGENTES,Córdoba,Argentina,2509,"LOS SURGENTES, LOS SURGENTES, Córdoba, Argentina"
2,CALAMUCHITA,24,RUMIPAL,ESC PROV PRIMERA JUNTA,AMADEO SABATTINI 143,RUMIPAL,Córdoba,Argentina,2439,"AMADEO SABATTINI 143, RUMIPAL, Córdoba, Argentina"
16,RIO SEGUNDO,244,SANTIAGO TEMPLE,ESC CORONEL PRINGLES,SANTIAGO TEMPLE,SANTIAGO TEMPLE,Córdoba,Argentina,2425,"SANTIAGO TEMPLE, SANTIAGO TEMPLE, Córdoba, Argentina"
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC BRIG JUAN I DE S MAR,BRAGADO/TRENQUE LAUQUEN,Córdoba,Córdoba,Argentina,2415,"BRAGADO/TRENQUE LAUQUEN, Córdoba, Córdoba, Argentina"
15,RIO SECO,229,VILLA DE MARIA,ESC JOSE DE SAN MARTIN,RIVADAVIA 768 CENTRO,VILLA DE MARIA,Córdoba,Argentina,2415,"RIVADAVIA 768 CENTRO, VILLA DE MARIA, Córdoba, Argentina"
19,SAN JAVIER,268,DOLORES,ESC MANUEL BELGRANO,AV BELGRANO 1399,DOLORES,Córdoba,Argentina,2415,"AV BELGRANO 1399, DOLORES, Córdoba, Argentina"
13,RIO CUARTO,162,ALCIRA,ESC JOSE MARIA PAZ,GRAL ROCA 643 CENTRO,ALCIRA,Córdoba,Argentina,2412,"GRAL ROCA 643 CENTRO, ALCIRA, Córdoba, Argentina"
1,CAPITAL,12F,JOSE HERNANDEZ,COL.JOVENES ARGENTINOS,BOTAFOGO 3448,Córdoba,Córdoba,Argentina,2410,"BOTAFOGO 3448, Córdoba, Córdoba, Argentina"
23,TERCERO ARRIBA,349,TANCACHA,ESC PROV JOSE M PAZ,BARTOLOME MITRE 451,TANCACHA,Córdoba,Argentina,2410,"BARTOLOME MITRE 451, TANCACHA, Córdoba, Argentina"
1,CAPITAL,1,SECCIONAL PRIMERA,CENTRO EDUC.NIVEL MEDIO ADULTO,DEAN FUNES 417,Córdoba,Córdoba,Argentina,2408,"DEAN FUNES 417, Córdoba, Córdoba, Argentina"
1,CAPITAL,8B,PUEYRREDON,ESC FRAY J A DE SAN ALBERTO,ESQUIU 1340,Córdoba,Córdoba,Argentina,2408,"ESQUIU 1340, Córdoba, Córdoba, Argentina"
